Box,Last Name,First Name,Series Title/Book Title,Series #,Book Title,
40,Creasey,John,Affair For The Baron,,,
40,Creasey,John,Gideon's Power,,,
40,Creasey,John,Gideon's Wrath,,,
40,Creasey,John,Trap The Baron,,,
40,Creasey,John,Blame The Baron,,,
40,Creasey,John,Danger for the Baron,,,
40,Creasey,John,A Gun For Inspector West,,,
40,Creasey,John,Call the Toff,,,
35,Crichton,Michael,Congo,,,
35,Crichton,Michael,The Terminal Man,,,
35,Crichton,Michael,The Andromeda Strain,,,
35,Crichton,Michael,Sphere,,,
35,Crichton,Michael,Eaters of the Dead,,,
35,Crichton,Michael,The Andromeda Strain,,,
35,Crichton,Michael,The Andromeda Strain,,,
35,Crispin,A.C.,V,,,
35,Cristabel,A.C.,The Golden Olive,,,
35,Cristabel,A.C.,Manalacor Of Veltakin,,,
35,Crofts,Freeman Wills,The Cheyne Mystery,,,
35,Crofts,Freeman Wills,Inspector French's Greatest Case,,,
35,Crofts,Freeman Wills,The 12.30 From Croydon,,,
35,Crossen,Kendell Foster,The Tortured Path,,,
35,Crossen,Kendell Foster,The Tortured Path,,,
35,Cummings,Ray,Tama of the Light Country,,,
35,Cummings,Ray,"Tama, Princess of Mercury",,,
36,Cummings,Ray,Beyond the Stars,,,
36,Cummings,Ray,The Exile of Time,,,
36,Cummings,Ray,The Exile of Time,,,
36,Curry,Tom,Arizona Blood,,,
36,Cutter,John,The Specialist,2,Manhattan Revenge,
32,Dagmar,Joseph,The Spy Who Came in From The Cope,,,
32,Daley,Brian,Han Solo's Revenge,,,
32,Daley,Brian,Han Solo At Stars' End,,,
32,Daley,Brian,Han Solo At Stars' End,,,
32,Daley,Brian,The Doom Farers of Coramonde,,,
32,Dalmas,John,The Yngling,,,
32,Daniels,Dorothy,Strage Paradis,,,
32,Daniels,Dorothy,Island of Evil,,,
32,Daniels,Dorothy,"Raxl, Voodoo Priestess",,,
32,Daniels,Dorothy,"Raxl, Voodoo Priestess",,,
32,Daniels,Mary,Morris,,,
32,Daniels,Norman,Operation S-L,,,
32,Daniels,Norman,Operation T,,,
32,Daniels,Norman,The Avengers,9,Moon Express,
32,Daniels,Norman,The Avengers,8,The Magnetic Man,
32,Daniken,Erich Von,Return to the Stars,,,
32,Daniken,Erich Von,Chariots of the Gods?,,,
32,Dark,James,Throne of Satan,,,
32,Dark,James,Sea Scrape,,,
32,Dark,James,The Bamboo Bomb,,,
32,Dark,James,The Sword of Genghis Khan,,,
32,Dark,James,The Sword of Genghis Khan,,,
32,Darnay,Arsen,A Hostage for Hinterland,,,
32,Daventry,Leonard,The Ticking is in your Head,,,
43,David,Peter,Star Trek The Next Generation: Vendetta The Giant Novel,,,
32,Davidson,Avram,What Strange Stars and Skies,,,
33,Davidson,Avram,The Enemy of My Enemy,,,
33,Davidson,Avram,Ursus of Ultime Thule,,,
33,Davidson,Avram,Peregrine: Secundus,,,
33,Davidson,Avram,The Pheonix and the Mirror,,,
33,Davidson,Avram,The Island Under the Earth,,,
33,Davidson,Avram,Mutiny in Space,,,
33,Davidson,Avram,Rork!,,,
33,Davidson,Avram,Rogue Dragon,,,
32,Davies,L.P.,Psychogeist,,,
32,Davies,L.P.,The Artificial Man,,,
S4,Davis,Gerry,Doctor Who,,And The Tenth Planet,
32,Davis,John H.,The Kennedy Contract,,,
32,Dean,Les,"Zorro, The Gay Blade",,,
34,deCamp,L. Sprague,The Dragon of the Ishtar Gate,,,
34,deCamp,L. Sprague,The Castle of Iron,,,
34,deCamp,L. Sprague,Rogue Queen,,,
34,deCamp,L. Sprague,The Clocks of Iraz,,,
34,deCamp,L. Sprague,Towar of Zanid,,,
34,deCamp,L. Sprague,The Incomplete Enchanter,,,
34,deCamp,L. Sprague,Tritonian Ring,,,
34,deCamp,L. Sprague,The Purple Pterodactyls,,,
34,deCamp,L. Sprague,The Bronz God of Rhodes,,,
34,deCamp,L. Sprague,The Wheels of If,,,
34,deCamp,L. Sprague,The Best of L.Sprague De Camp,,,
34,deCamp,L. Sprague,The Best of L.Sprague De Camp,,,
34,deCamp,L. Sprague,The Best of L.Sprague De Camp,,,
34,deCamp,L. Sprague,Rogue Queen,,,
34,deCamp,L. Sprague,The Reluctant Shaman,,,
34,deCamp,L. Sprague,The Goblin Tower,,,
34,deCamp,L. Sprague,The Virgin & The Wheels,,,
34,deCamp,L. Sprague,The Tritonian Ring,,,
34,deCamp,L. Sprague,The Compleat Enchanter ,,,
34,deCamp,L. Sprague,The Compleat Enchanter ,,,
34,deCamp,L. Sprague,The Reluctant Shaman ,,,
34,deCamp,L. Sprague,The Glory That Was,,,
34,deCamp,L. Sprague,The Fallible Frend,,,
34,deCamp,L. Sprague,Divide and Rule,,,
34,deCamp,L. Sprague,The Carnelian Cube,,,
34,deCamp,L. Sprague,A Gun For Dinosaur,,,
34,deCamp,L. Sprague,Rogue Queen,,,
S4,DeCamp,L. Sprague,Conan,,The Swordsman,
S4,DeCamp,L. Sprague,Conan,,The Liberator,
S4,DeCamp,L. Sprague,Conan,,The Spider God,
S4,DeCamp,L. Sprague,Conan,,The Buccaneer,
S4,DeCamp,L. Sprague,Conan,,The Buccaneer,
S4,DeCamp,L. Sprague,Conan,,Of The Isles,
S4,DeCamp,L. Sprague,Conan,,Of The Isles,
S4,DeCamp,L. Sprague,Conan,,Of Aquilonia,
33,deCamp,Sprague,Genus Homo,,,
33,deCamp,Sprague,The Clocks of Iraz,,,
33,deCamp,Sprague,Lest Darkness Fall,,,
33,deCamp,Sprague,The Continent Makers and Other Tales of the Viagen,,,
32,Decker,Joseph,Assignment Devil's Playground,,,
32,Defontenay,C.I.,Star,,,
32,deFord,Miriam Allen,Xenogenesis,,,
32,Deighton,Len,The Ipcress File,,,
32,Deighton,Len,The Ipcress File,,,
33,Del Rey,Lester,The man without a planet,,,
33,Del Rey,Lester,Rocket Jockey,,,
33,Del Rey,Lester,Moon of Mutiny,,,
33,Del Rey,Lester,Nerves,,,
33,Del Rey,Lester,The Mysterious Planet,,,
33,Del Rey,Lester,Mortals and Monsters,,,
32,Delaney,Joseph H.,In The Face of my Enemy,,,
33,Delany,Samuel R.,Out of the Dead City,,,
33,Delany,Samuel R.,Empire Star,,,
33,Delany,Samuel R.,Tales of Neveryon,,,
33,Delany,Samuel R.,Triton,,,
33,Delany,Samuel R.,Dhalgren,,,
33,Delany,Samuel R.,Nova,,,
33,Delany,Samuel R.,The Fall of the Towers,,,
33,Delany,Samuel R.,The Einstein Intersection,,,
33,Delany,Samuel R.,Nova,,,
33,Delany,Samuel R.,Babel-17,,,
33,Delany,Samuel R.,City of a Thousand Suns,,,
33,Delany,Samuel R.,Babel-17,,,
33,Delany,Samuel R.,The Einstein Intersection,,,
33,Delany,Samuel R.,Driftglass,,,
33,Delany,Samuel R.,Dhalgren,,,
33,Delany,Samuel R.,Triton,,,
33,Delany,Samuel R.,The Jewels of Aptor,,,
32,Delattre,Pierre,Tales of a Dalai Lama,,,
32,Deming,Richard,The Mod Squad,2,A Groovy Way to Die,
32,Deming,Richard,The Mod Squad,3,The-Sock-It-To-Em-Murders,
32,Deming,Richard,The Mod Squad,4,Spy-in,
32,Deming,Richard,The Mod Squad,4,Spy-in,
32,Dennis,Ralph,The Golden Girl & All,,,
32,Dennis,Ralph,Atlanta Deathwatch,,,
33,Derleth,August,Solar Pons,3,The Memoirs of Solar Pons,
33,Derleth,August,Solar Pons,5,The Reminiscences of Solar Pons,
33,Derleth,August,Solar Pons,7,Mr. Fairlie's Final Journey,
33,Derleth,August,The Mask of Cthulhu,,,
33,Derleth,August,Not Long For This World,,,
32,Derrick,Lionel,The Penetrator,1,The Target is H,
32,Derrick,Lionel,The Penetrator,2,Blood on the Strip,
32,Derrick,Lionel,The Penetrator,3,Capitol Hell,
32,Derrick,Lionel,The Penetrator,6,Tokyo Purple,
32,Derrick,Lionel,The Penetrator,9,Dodge City Bombers,
32,Derrick,Lionel,The Penetrator,10,The Hellbomb Flight,
32,Derrick,Lionel,The Penetrator,11,Terror in Taos,
32,Derrick,Lionel,The Penetrator,12,Bloody Boston,
32,Derrick,Lionel,The Penetrator,16,Deepsea Shootout,
32,Derrick,Lionel,The Penetrator,17,Demented Empire,
32,Derrick,Lionel,The Penetrator,18,Countdown to Terror,
32,Derrick,Lionel,The Penetrator,19,Panama Power Play,
32,Derrick,Lionel,The Penetrator,22,High Disaster,
32,Derrick,Lionel,The Penetrator,25,Floating Death,
32,Derrick,Lionel,The Penetrator,27,The Animal Game,
32,Derrick,Lionel,The Penetrator,40,Assassination Factor,
32,Derrick,Lionel,The Penetrator,44,Deep Cover Blast-Off,
32,Derrick,Lionel,The Penetrator,49,Satan's Swarm,
32,Derrick,Lionel,The Penetrator,53,City of the Dead,
33,DeVet,Charles V.,Special Feature,,,
32,Dexter,John,Carnaby Consory,,,
32,Dexter,William,World in Eclipse,,,
32,Dexter,William,Children of the Void,,,
33,Diamond,Graham,Dungeons of Kuba,,,
33,Diamond,Graham,The Thief of Kalimar,,,
32,Dibell,Ansen,Pursuit of the Screamer,,,
33,Dick,Philip K.,The Man in the High Castle,,,
33,Dick,Philip K.,A Maze of Death,,,
33,Dick,Philip K.,A Maze of Death,,,
33,Dick,Philip K.,"Flow My Tears, The Policeman Said",,,
33,Dick,Philip K.,We Can Build You,,,
33,Dick,Philip K.,We Can Build You,,,
33,Dickson,Carter,The Unicorn Murders,,,
33,Dickson,Carter,The Unicorn Murders,,,
33,Dickson,Gordon R.,The Lifeship,,,
33,Dickson,Gordon R.,"Ancient, My Enemy",,,
33,Dickson,Gordon R.,"Soldier, Ask Not",,,
33,Dickson,Gordon R.,Hour of the Horde,,,
33,Dickson,Gordon R.,Naked to the Stars,,,
33,Dickson,Gordon R.,"Soldier, Ask Not",,,
33,Dickson,Gordon R.,The Pritcher Mass,,,
33,Dickson,Gordon R.,Tactics of Mistake,,,
33,Dickson,Gordon R.,No Room For Man,,,
33,Dickson,Gordon R.,Timestorm,,,
33,Dickson,Gordon R.,Spacial Delivery,,,
33,Dickson,Gordon R.,"Soldier, Ask Not",,,
33,Dickson,Gordon R.,Planet Run,,,
33,Dickson,Gordon R.,Pro,,,
33,Dickson,Gordon R.,The Far Call,,,
33,Dickson,Gordon R.,Naked to the Stars,,,
33,Dickson,Gordon R.,Necromancer,,,
33,Dickson,Gordon R.,The Alien Way,,,
33,Dickson,Gordon R.,The Dragon and the George,,,
33,Dickson,Gordon R.,Mission to Universe,,,
33,Dickson,Gordon R.,Mission to Universe,,,
33,Dickson,Gordon R.,Spacepaw,,,
33,Dickson,Gordon R.,"Soldier, Ask Not",,,
33,Dickson,Gordon R.,Mission to Universe,,,
33,Dickson,Gordon R.,The Genetic General,,,
33,Dickson,Gordon R.,Mutants,,,
33,Dickson,Gordon R.,Wolfling,,,
33,Dickson,Gordon R.,The Daw Science Fiction Reader,,,
33,Dickson,Gordon R.,Sleepwalker's World,,,
33,Dickson,Gordon R.,Sleepwalker's World,,,
33,Dickson,Gordon R.,Dorsai!,,,
33,Dickson,Gordon R.,"Ancient, My Enemy",,,
33,Dickson,Gordon R.,The Pritcher Mass,,,
33,Dickson,Gordon R.,The Star Road,,,
33,Dickson,Gordon R.,Tactics of Mistake,,,
33,Dickson,Gordon R.,The Green Gene,,,
33,Dickson,Gordon R.,The Weathermonger,,,
33,Dickson,Gordon R.,The Book of Gordon Dickson,,,
33,Dickson,Gordon R.,Tactics of Mistake,,,
33,Dickson,Gordon R.,The R-Master,,,
43,Dillard,J.M.,Star Trek,5,The Final Frontier,
33,Dine,S.S. Van,The Greene Murder Case,,,
33,Dine,S.S. Van,"The ""Canary"" Murder Case",,,
32,Dine,Van,The Garden Murder Case,,,
32,Disch,Thomax,The Genocides,,,
32,Dixon,Roger,Noah II,,,
32,Dolan,Mike,Santana Morning,,,
32,Dolinsky,Mike,Mind One,,,
33,Donaldson,Stephen R.,Lord Foul's Bane,,,
33,Donaldson,Stephen R.,The Illearth War,,,
33,Donaldson,Stephen R.,The Wounded Land,,,
33,Donaldson,Stephen R.,The One Tree,,,
33,Donaldson,Stephen R.,The One Tree,,,
33,DowDell,Del,Warlord of Ghandor,,,
33,DowDell,Del,Warlord of Ghandor,,,
33,DowDell,Del,Spearmen of Arn,,,
32,Doyle,Sir Arthur Conan,The Valley of Fear,,,
32,Doyle,Sir Arthur Conan,The Poison Belt,,,
32,Doyle,Sir Arthur Conan,The Lost World,,,
32,Doyle,Sir Arthur Conan,The Hound of the Baskervilles,,,
32,Doyle,Sir Arthur Conan,Great Stories of Sherlock Holmes,,,
32,Doyle,Sir Arthur Conan,The Return of Sherlock Holmes,,,
32,Doyle,Sir Arthur Conan,The Adventures of Sherlock Holmes,,,
32,Doyle,Sir Arthur Conan,The Valley of Fear,,,
32,Doyle,Sir Arthur Conan,The Hound of the Baskervilles,,,
32,Doyle,Sir Arthur Conan,A Study in Scarlet,,,
32,Doyle,Sir Arthur Conan,The Maracot Deep,,,
32,Doyle,Sir Arthur Conan,The Return of Sherlock Holmes,,,
33,Dozois,Gardner,Nightmare Blue,,,
33,Dozois,Gardner,Nightmare Blue,,,
32,Drake,David,Cross the Stars,,,
32,Dreyfuss,Ernst,The Unfrozen,,,
33,Duke,Madelaine,This Business of Bomfog,,,
33,Duke,Madelaine,"Claret, Sandwiches and Sin",,,
33,Duncan,David,Occam's Razor,,,
33,Duncan,David,Dark Dominion,,,
32,Dunn,Jerry G.,GOD is for the Alcoholic,,,
32,Dunn,Saul,The Coming of Steeleye,,,
32,Dunsany,Lord,Don Rodriguez,,,
32,Dunsany,Lord,The Charwoman's Shadow,,,
32,Durbin,Charles,The Patriot,,,
32,Durrell,Gerald,Encounters with Animals,,,
32,Durrell,Lawrence,Nunquam,,,
32,Dvorkin,David,The Children of Shiny Mountain,,,
30,Eddison,E. R.,The Worm Ouroboros,,,
30,Eddison,E. R.,A Fish Dinner in Memison,,,
30,Eddison,E. R.,Mistress of Mistresses,,,
30,Eddison,E. R.,Mistress of Mistresses,,,
30,Eddison,E. R.,Mistress of Mistresses,,,
30,Eddison,E. R.,The Mezentian Gate,,,
30,Eddison,E. R.,The Mezentian Gate,,,
30,Edelson,Edward,Great Monsters of the Movies,,,
30,Edmondson,G. C.,The Aluminum Man,,,
30,Edmondson,G. C.,Edmondson,,,
30,Edmondson,G. C.,the Ship the Sailed the Time Stream,,,
30,Edson,J. T.,Bunduki,,,
30,Edson,J. T.,Bunduki,,,
30,Edson,J. T.,Bunduki,,,
30,Edwards,Alexander,McQ,,,
30,Edwards,Paul,The Ice Goddess,,,
30,Edwards,Paul,Valley of Vultures,,,
30,Edwards,Paul,Valley of Vultures,,,
30,Edwards,Paul,The Brain Scavengers,,,
30,Edwards,Paul,Needles of Death,,,
30,Effinger,Geo. Alec,What Entropy Means to Me,,,
30,Egan,Lesley,The Nameless Ones,,,
30,Ehrlich,Jack,Slow Burn,,,
30,Ehrlich,Max,The Edict,,,
30,Eklund,Gordon,Falling Toward Forever,,,
30,Eklund,Gordon,Lord Tedric,2,Space Pirates,
30,Eklund,Gordon,Lord Tedric,1,,
30,Eklund,Gordon,Lord Tedric,1,,
30,Eklund,Gordon,A Trace of Dreams,,,
30,Eklund,Gordon,All Times Possible,,,
30,Elder,Michael,The Alien Earth,,,
30,Elder,Michael,Flight To Terror,,,
30,Elgin,Suzette Haden,At The Seventh Level,,,
30,Elliott,Bruce,The Rivet In Grandfather's Neck,,,
30,Elliott,Bruce,Asylum Earth,,,
30,Ellis,D. E.,A Thousand Ages,,,
30,Ellison,Harlan,I Have No Mouth and I Must Scream,,,
30,Elwood,Roger,Future City,,,
30,Elwood,Roger,Continuum 2,,,
30,Elwood,Roger,Continuum 4,,,
30,Elwood,Roger,The New Mind,,,
30,Elwood,Roger,Continuum 1,,,
30,Elwood,Roger,Continuum 1,,,
30,Engle,Eloise,Countdown For Cindy,,,
30,Epstein,Williams,The Great Houdini,,,
30,Erdman,Paul E.,The Silver Bears,,,
30,Ernsting,Walter,The Day The Gods Died,,,
30,Evans,E. Everett,Man Of Many Minds,,,
30,Evans,E. Everett,Man Of Many Minds,,,
30,Every,Dale Van,The Voyages,,,
30,Eyre,Katherine Wigmore,The Chinese Box,,,
31,Fairman,Paul W.,"I, The Machine",,,
31,Fairman,Paul W.,City Under the Sea,,,
31,Fairman,Paul W.,City Under the Sea,,,
31,Fairman,Paul W.,Rest in Agony,,,
31,Fairman,Paul W.,The Doomsday Exhibit,,,
31,Fairman,Paul W.,The World Grabbers,,,
31,Falk,Lee,The Salve Market of Mucar,,,
31,Falk,Lee,The Story of the Veiled Lady,,,
31,Falk,Lee,The Slave Market of Mucar,,,
30,Fanthorpe,R. L.,Hand of Doom,,,
31,Farley,Ralph Milne,The Radio Planet,,,
31,Farley,Ralph Milne,The Radio Beasts,,,
31,Farmer,Philip Jose,Lord of the Trees and the Mad Goblin,,,
31,Farmer,Philip Jose,Lord Tyqer,,,
31,Farmer,Philip Jose,The Gates of Creation,,,
31,Farmer,Philip Jose,A private Cosmos,,,
31,Farmer,Philip Jose,The Hawks From Earth,,,
31,Farmer,Philip Jose,The Stone God Awakens,,,
31,Farmer,Philip Jose,Riverworld and Other Stories,,,
31,Farmer,Philip Jose,Tarzan Alive,,,
31,Farmer,Philip Jose,Lord Tyqer,,,
31,Farmer,Philip Jose,Traitor to the Living,,,
31,Farmer,Philip Jose,Two Hawks From Earth,,,
31,Farmer,Philip Jose,The Lavalite World,,,
31,Farmer,Philip Jose,The Maker of Universes,,,
31,Farmer,Philip Jose,To Your Scattered Bodies Go,,,
31,Farmer,Philip Jose,The Green Odyssey,,,
31,Farmer,Philip Jose,Dare,,,
31,Farmer,Philip Jose,The Other Log of Phileas Fogg,,,
31,Farmer,Philip Jose,The Gate of Time,,,
31,Farmer,Philip Jose,The Lovers,,,
31,Farmer,Philip Jose,Tongues of the Moon,,,
31,Farmer,Philip Jose,Behind the Walls of Terra,,,
31,Farmer,Philip Jose,Inside Outside,,,
31,Farmer,Philip Jose,The Dark Design,,,
31,Farmer,Philip Jose,A Woman A Day,,,
31,Farmer,Philip Jose,Down in the Black Gang,,,
31,Farmer,Philip Jose,To Your Scattered Bodies Go,,,
31,Farmer,Philip Jose,Wother was a Lovely Beast,,,
31,Farmer,Philip Jose,The Wind Whales of Ishmael,,,
31,Farmer,Philip Jose,The Stone God Awakens,,,
31,Farmer,Philip Jose,Inside Outside,,,
31,Farmer,Philip Jose,Dark is the Sun,,,
31,Farmer,Philip Jose,Flesh,,,
31,Farmer,Philip Jose,Flesh,,,
31,Farmer,Philip Jose,Hadon Of Ancient Opar,,,
31,Farmer,Philip Jose,Ironcastle,,,
31,Farmer,Philip Jose,Ironcastle,,,
31,Farmer,Philip Jose,The Book of Philip Jose Farmer,,,
31,Farmer,Philip Jose,Hadon of Ancient Opar,,,
31,Farmer,Philip Jose,Flight To Opar,,,
31,Farmer,Philip Jose,Dare,,,
30,Farren,Mick,The Texts of Festival,,,
30,Fast,Howard,A Touch of Infinity,,,
30,Fast,Howard,The General Zapped An Angel,,,
30,Fast,Julius,The League of Grey-Eyed Women,,,
30,Faucette,John,The Warriors of Terra,,,
30,Fennell,George,Killer Patrol,,,
31,Ferman,Edward L.,The Best From Fantasy and Science Fiction,,,
31,Ferman,Edward L.,The Best From Fantasy and Science Fiction,,,
30,Fielding,William J.,Strange Superstitions and Magical Practices,,,
30,Finlay,D. G.,Once Around the Sun,,,
30,Finney,Charles G.,The Circus of Dr. Lao,,,
30,Finney,Charles G.,The Unholy City,,,
30,Finney,Charles G.,The Ghosts of Manacle,,,
31,Finney,Jack,The Body Snatchers,,,
31,Finney,Jack,The Body Snatchers,,,
31,Finney,Jack,Invasion of the Body Snatchers,,,
31,Finney,Jack,The Third Level,,,
30,Fischer ,Bruno,The Lady Kills,,,
31,Fisher,James P.,The Great Brain Robbery,,,
31,Fisher,James P.,The Great Brain Robbery,,,
30,Fisher,Steve,Saxon's Ghost,,,
31,Fisher,Vardis,The Golden Rooms,,,
31,Fisher,Vardis,The Golden Rooms,,,
30,Fisk,Nicholas,Space Hostages,,,
30,Fleischer,Leonore,Annie,,,
30,Fleischman,Sid,Bullwhip Griffin,,,
31,Fleming,Ian,The Man With The Golden Gun,,,
31,Fleming,Ian,The Spy Who Loved Me,,,
31,Fleming,Ian,Thrilling Cities,,,
31,Fleming,Ian,Thunderball,,,
31,Fleming,Ian,On Her Majesty's Secret Service,,,
31,Fleming,Ian,Dr. No,,,
31,Fleming,Ian,The Diamond Smugglers,,,
31,Fleming,Ian,From Russian with Love,,,
31,Fleming,Ian,The Diamond Smugglers,,,
31,Fleming,Ian,Moonraker,,,
31,Fleming,Ian,Goldfinger,,,
31,Fleming,Ian,Octopussy,,,
31,Fleming,Ian,For your Eyes only,,,
30,Flint,Homer Eon,The Lord of Death and the Queen of Life,,,
30,Flint,Homer Eon,The Devolutionist and the Emancipatrix,,,
31,Flint,Kenneth C.,The Dark Druid,,,
31,Flint,Kenneth C.,Challenge of the Clans,,,
25,Flynn,J. M.,The Screaming Cargo,,,
31,Flynn,J. M.,The Screaming Cargo,,,
31,Forester,C.S.,Payment Deferred,,,
31,Forsythe,Richard,Fangs,,,
31,Forward,Robert L.,Dragon's Egg,,,
32,Foster,Alan Dean,Alien,,,
32,Foster,Alan Dean,The Tar-Aiym Krang,,,
32,Foster,Alan Dean,Bloodhype,,,
32,Foster,Alan Dean,Alien,,,
32,Foster,Alan Dean,Midworld,,,
32,Foster,Alan Dean,Krull,,,
32,Foster,Alan Dean,Dark Star,,,
32,Foster,Alan Dean,Alien,,,
32,Foster,Alan Dean,Dark Star,,,
32,Foster,Alan Dean,The Black Hole,,,
32,Foster,Alan Dean,The Black Hole,,,
32,Foster,Alan Dean,The Tar-Aiym Krang,,,
32,Foster,Alan Dean,The End Matter,,,
32,Foster,Alan Dean,Dark Star,,,
32,Foster,Alan Dean,Nor Crystal Tears,,,
32,Foster,Alan Dean,The End of the Matter,,,
43,Foster,Alan Dean,Star Trek,Log Four,,
43,Foster,Alan Dean,Star Trek,Log Five,,
43,Foster,Alan Dean,Star Trek,Log Eight,,
43,Foster,Alan Dean,Star Trek,Log Seven,,
43,Foster,Alan Dean,Star Trek,Log One,,
43,Foster,Alan Dean,Star Trek,Log Three,,
43,Foster,Alan Dean,Star Trek,Log Six,,
43,Foster,Alan Dean,Star Trek,Log Nine,,
43,Foster,Alan Dean,Star Trek,Log Ten,,
43,Foster,Alan Dean,Splinter of the Mind's Eye,,,
31,Foster,M.A.,The Warriors of Dawn,,,
31,Foster,M.A.,The Gameplayers of Zan,,,
31,Foster,M.A.,The Day of the Klesh,,,
31,Foster,M.A.,Waves,,,
31,Foster,M.A.,The Warriors of Dawn,,,
31,Fowles,John,The Collector,,,
31,Fox,Gardner,Kothar and the Demon Queen,,,
31,Fox,Gardner,Kothar and the Demon Queen,,,
31,Fox,Gardner,Kothar of the Magic Sword,,,
31,Fox,Gardner,Kothar of the Magic Sword,,,
31,Fox,Gardner,Kothar and the Wizard Slayer,,,
31,Fox,Gardner,Kyrik and the Lost Queen,,,
31,Fox,Gardner,Escape Across the Cosmos,,,
31,Fox,Gardner,Kyrik: Warlock Warrior,,,
31,Fox,Gardner,Thief of Llarn,,,
31,Fox,Gardner,Kyrik Fights the Demon World,,,
31,Fox,Gardner,Kothar and the Wizard Slayer,,,
31,Fox,Gardner,Conehead,,,
31,Fox,Gardner,Warrior of Llarn,,,
31,Fox,Gardner,Kothar - Barbarian Swordsman,,,
31,Fox,Gardner,The Hunter Out of Time,,,
31,Fox,James M.,The Wheel Is Fixed,,,
31,Frank,Pat,"Alas, Babylon",,,
31,Frank,Pat,"Alas, Babylon",,,
31,Frank,Pat,Forbidden Area,,,
31,Franke,Herbert W.,The Orchid Cage,,,
31,Franke,Herbert W.,The Mind Net,,,
30,Franklin,Max,Charlie's Angels,4,Angels in Chains,
30,Franklin,Max,Starsky and Hutch,2,,
30,Franklin,Max,Starsky and Hutch,3,,
30,Franklin,Max,Starsky and Hutch,3,,
30,Franklin,Max,Starsky and Hutch,4,,
30,Franklin,Max,Starsky and Hutch,5,,
30,Franklin,Max,Starsky and Hutch,7,,
31,Fray,Al,The Dice Spelled Murder,,,
30,Free,Colin,The Soft Kill,,,
30,Free,Colin,The Soft Kill,,,
31,Fretland,Don J.,The Persimmion Sequence,,,
31,Friedberg,Gerirude,The Revolving Boy,,,
31,Friedell,Egon,The Return of the Time Machine,,,
31,Friel,Arthur O.,The Pathless Trail,,,
30,Frome,David,Mr. Pinkerton Finds a Body,,,
30,Frome,David,Homicide House,,,
30,Frome,David,Mr. Pinkerton Grows a Beard,,,
31,Fuentes,Roberto,Ninja's Revenge,,,
31,Fuller,Roger,Son of Flubber,,,
31,Funnell,Augustine,Brandyjack,,,
29,Gallagher,Richard,The One-Armed Murder,,,
29,Gallonio,Father Antonio,Torture of the Christian Martyrs,,,
29,Gallun,Raymond Z.,The Eden Cycle,,,
29,Gallun,Raymond Z.,The Best of Raymond Z. Gallun,,,
29,Gallun,Raymond Z.,The Planet Strappers,,,
29,Gallun,Raymond Z.,The Best of Raymond Z. Gallun,,,
29,Gallun,Raymond Z.,The Best of Raymond Z. Gallun,,,
29,Galouye,Daniel F.,Dark Universe,,,
29,Galouye,Daniel F.,The Infinite Man,,,
29,Galouye,Daniel F.,A Scourge of Screamers,,,
29,Galouye,Daniel F.,The Infinite Man,,,
29,Galouye,Daniel F.,Simulacron-3,,,
29,Galouye,Daniel F.,Lords of the Psychon,,,
29,Gamow,George,One Two Three… Infinity,,,
29,Gamow,George,A Star Called the Sun,,,
29,Gantz,Kenneth F.,Not in Solitude,,,
27,Gardner,Craig Shaw,The Batman Murders,,,
28,Gardner,Erle Stanley,Fools Die On Friday,,,
28,Gardner,Erle Stanley,Traps Need Fresh Bait,,,
28,Gardner,Erle Stanley,You Can Die Laughing,,,
28,Gardner,Erle Stanley,The Case of the Dangerous Dowager,,,
28,Gardner,Erle Stanley,The Case of the Singing Skirt,,,
28,Gardner,Erle Stanley,The Case of the Dubious Bridegroom,,,
28,Gardner,Erle Stanley,The Case of the Glamorous Ghost,,,
28,Gardner,Erle Stanley,The Case of the Shoplifter's Shoe,,,
28,Gardner,Erle Stanley,The Case of the Beautiful Beggar,,,
28,Gardner,Erle Stanley,The Case of the Spurious Spinster,,,
28,Gardner,Erle Stanley,The Case of the Perjured Parrot,,,
28,Gardner,Erle Stanley,The Case of the Beautiful Beggar,,,
28,Gardner,Erle Stanley,The Case of the Fabulous Fake,,,
28,Gardner,Erle Stanley,The Case of the Mischievous Doll,,,
28,Gardner,Erle Stanley,The Case of the Duplicate Daughter,,,
28,Gardner,Erle Stanley,You Can Die Laughing,,,
28,Gardner,Erle Stanley,The Case of the Crimson Kiss,,,
28,Gardner,Erle Stanley,The Case of the Daring Decoy,,,
28,Gardner,Erle Stanley,The Case of the Irate Witness,,,
28,Gardner,Erle Stanley,The Case of the Horrified Heird,,,
28,Gardner,Erle Stanley,The Case of the Haunted Husband,,,
28,Gardner,Erle Stanley,The Case of the Sun Bather's Diary,,,
28,Gardner,Erle Stanley,You Can Die Laughing,,,
28,Gardner,Erle Stanley,The Case of the Nervous Accomplice,,,
28,Gardner,Erle Stanley,The Case of the Substitute Face,,,
28,Gardner,Erle Stanley,The D.A. Breaks an Egg,,,
28,Gardner,Erle Stanley,Beware the Curves,,,
28,Gardner,Erle Stanley,The Case of the Waylaid Wolf,,,
28,Gardner,Erle Stanley,The Case of the Bigamous Spouse ,,,
28,Gardner,Erle Stanley,The Case of the Runaway Corpse,,,
28,Gardner,Erle Stanley,Beware the Curves,,,
28,Gardner,Erle Stanley,The Count of Nine,,,
28,Gardner,Erle Stanley,Some Women Won't Wait,,,
